"Item","Plat","Status"
Lith B1 Radiant,9,Offline
Reflex Guard,1,Online
Lith C1 Intact,3,Offline
Everlasting Ward,13,Online
Ash Prime Neuroptics,3,Online
Jolt,73,Online
Vectis Prime Receiver,14,Online
Shattering Impact,8,Online
Elemental Sandstorm,13,Online
Vectis Prime Stock,6,Online
Automatic Trigger,6,Online
Morphic Transformer,6,Online
Steel Fiber,49,Online
Axi E2 Exceptional,-1,Unlisted
Armored Recovery,14,Offline
Vaykor Sydon,24,Online
Slip Magazine,0,Offline
Homing Fang,3,Online
Sancti Magistar,29,Online
Arcane Grace,89,Online
Maul,4,Online
EMP Aura,8,Online
Meso O1 Flawless,-1,Unlisted
Meso M1 Flawless,-1,Unlisted
Neo N3 Intact,19,Online
Pacifying Bolts,14,Online
Meso O1 Intact,1,Offline
Ironclad Charge,9,Online
Neo N5 Flawless,-1,Unlisted
Metal Fiber,2,Online
Neo N3 Exceptional,-1,Unlisted
Neo N3 Flawless,-1,Unlisted
Neo B1 Intact,9,Offline
Energy Amplifier,34,Online
Fireball Frenzy,13,Online
Neo N3 Radiant,24,Offline
Lasting Purity,19,Online
Meso N3 Intact,24,Offline
Energy Siphon,17,Online
Stalk,4,Online
Enhanced Vitality,54,Online
Lith N2 Intact,7,Offline
Stunning Speed,1,Online
Lith K1 Radiant,19,Offline
Magazine Extension,4,Online
Axi T1 Intact,14,Online
Magazine Warp,0,Offline
Calculated Redirection,59,Online
Axi T1 Exceptional,-1,Unlisted
Charged Shell,1,Online
Axi T1 Flawless,-1,Unlisted
Axi T1 Radiant,24,Offline
Cleanse Corpus,4,Online
Searing Steel,119,Online
Axi N3 Intact,23,Online
Accelerated Deflection,1,Online
Clashing Forest,1,Online
Primal Rage,10,Online
Axi N3 Exceptional,-1,Unlisted
Celestial Stomp,14,Online
Lith N1 Flawless,-1,Unlisted
Secura Penta,39,Online
Razor Shot,1,Online
Creeping Terrify,9,Online
Meso V5 Flawless,-1,Unlisted
Trinity Prime Blueprint,24,Online
Infiltrate,10,Online
Axi N3 Flawless,-1,Unlisted
Coiling Viper,1,Online
Meso S4 Intact,8,Offline
Primed Pressure Point,29,Online
Cold Snap,1,Online
Hell's Chamber,0,Online
Veil's Binding Scene,98,Online
Decurion Receiver,7,Online
Toxic Blight,19,Online
Kavasa Prime Collar Blueprint,4,Online
Cyan Ayatan Star,0,Online
Fatal Acceleration,1,Online
Phaedra Barrel,17,Online
Thief's Wit,2,Online
Furax Wraith Left Gauntlet,7,Online
Melee Prowess,1,Online
Amber Ayatan Star,2,Online
Intruder,1,Online
Valana Ayatan Sculpture,2,Online
Ayr Ayatan Sculpture,4,Online
Grim Fury,2,Online
Orta Ayatan Sculpture,4,Online
Energy Channel,0,Online
Hallowed Reckoning,19,Online
Convulsion,1,Online
Arcane Fury,11,Online
Rapid Resilience,4,Online
Pistol Pestilence,3,Online
Primed Morphic Transformer,29,Online
Frail Momentum,2,Online
Pathogen Rounds,7,Online
Arcane Aegis,23,Online
Sudden Impact,1,Online
Arcane Consequence,0,Online
Tempered Blade,3,Online
Smite Corpus,3,Online
Arcane Energize,118,Online
Fanged Fusillade,6,Online
Gladiator Resolve,4,Online
Ghost,1,Online
Rime Rounds,14,Online
Vulkar Wraith,73,Online
Piv Ayatan Sculpture,3,Online
Prolonged Paralysis,19,Online
Prisma Angstrum,67,Online
Phaedra Stock,12,Online
Scorch,7,Online
Entropy Spike,9,Online
Negation Swarm,13,Online
Stretch,1,Online
Blunderbuss,4,Online
Sybaris Prime Barrel,14,Online
Centaur Aegis,14,Online
Cephalon Suda Augment Mod,9,Online
Banshee Prime Chassis,13,Online
Chilling Grasp,3,Online
Valkyr Prime Neuroptics,3,Online
Centaur Handle,11,Online
Augur Message,2,Online
True Punishment,9,Online
Entropy Detonation,9,Online
Rending Crane,9,Online
Air Recon,3,Online
Venka Prime Blueprint,4,Online
Euphona Prime Blueprint,4,Online
Onorix Handle,9,Online
Point Blank,1,Online
Reflection,1,Offline
Stinging Thorn,4,Online
Flux Overdrive,0,Online
Onorix Blade,7,Offline
Venka Prime Set,87,Online
Small Norg,1,Online
Suppress,1,Online
Bane of Infested,3,Online
Rifle Riven Mod (Veiled),46,Online
Meso S3 Flawless,-1,Unlisted
Agkuza Guard,9,Online
Shocking Touch,3,Online
Flak Shot,19,Offline
Enhanced Durability,2,Online
Intensify,1,Online
Cyngas Barrel,13,Online
Follow Through,24,Offline
Meso S3 Exceptional,-1,Unlisted
Sprint Boost,14,Online
Cyngas Stock,24,Online
Furious Javelin,13,Online
Heavy Warhead,9,Online
Quickdraw,0,Offline
Speed Holster,11,Online
Lex Prime Blueprint,0,Online
Lith A1 Intact,9,Online
Target Fixation,11,Online
Lith F2 Exceptional,-1,Unlisted
Maglev,2,Online
Lith F2 Radiant,-1,Unlisted
Cleanse Grineer,4,Online
Lith M1 Intact,9,Online
Heightened Reflexes,3,Offline
Hunt,3,Online
Orthos Prime Blueprint,2,Online
Lith M1 Exceptional,-1,Unlisted
Hall of Malevolence,13,Online
Smite Grineer,2,Online
Lith M1 Flawless,-1,Unlisted
Firestorm,2,Online
Bane of Corpus,2,Online
Lith S1 Exceptional,5,Offline
Lith S1 Flawless,-1,Unlisted
Berserker,11,Online
Curative Undertow,9,Online
Neo A1 Exceptional,-1,Unlisted
Lith S1 Radiant,-1,Unlisted
Loose Magazine,0,Offline
Life Strike,1,Online
Handspring,4,Online
Meso C2 Exceptional,-1,Unlisted
Lith S2 Intact,9,Online
Guardian Derision,1,Online
Arcane Strike,3,Online
Venomous Clip,7,Online
Meso N4 Exceptional,-1,Unlisted
Paris Prime Grip,3,Online
Icy Avalanche,11,Online
Lucky Shot,3,Offline
Axi B1 Intact,3,Offline
Sinister Reach,1,Online
Electrified Barrel,34,Online
Maximum Capacity,0,Offline
Axi B2 Flawless,-1,Unlisted
Savior Decoy,13,Online
Lith G1 Exceptional,9,Offline
Lith S4 Flawless,-1,Unlisted
Axi E1 Flawless,-1,Unlisted
Neo S5 Flawless,-1,Unlisted
Small Goopolla,0,Online
Stalking Fan,9,Online
Meso F2 Flawless,-1,Unlisted
Primed Bane of Corrupted,44,Online
Warm Coat,29,Online
Large Karkina,1,Offline
Tainted Mag,1,Online
Medium Khut-Khut,1,Offline
Lith G1 Flawless,-1,Unlisted
Helios Prime Blueprint,3,Online
Terminal Velocity,4,Online
Ice Storm,1,Online
Cyclone Kraken,17,Online
Dera Vandal Barrel,6,Online
Karak Wraith Receiver,12,Online
Karak Wraith Stock,14,Online
Orvius Disc,1,Online
Vazarin Lens,3,Online
Small Mawfish,1,Offline
Vectis Prime Set,49,Online
Small Murkray,1,Online
Madurai Transmute Core,3,Offline
Axi R1 Exceptional,4,Buying
Carving Mantis,4,Online
Toxic Barrage,4,Online
Apex Predator,19,Offline
Neo N4 Flawless,-1,Unlisted
Shotgun Ammo Mutation,1,Online
Lith N1 Radiant,59,Offline
Calculated Victory,34,Offline
Hyperion Thrusters,6,Online
Axi E2 Flawless,-1,Unlisted
Infested Impedance,9,Online
Hydroid Prime Systems,68,Online
Counterweight,14,Offline
Vay Hek Frequency Triangulator,1999,Offline
Paris Prime String,3,Online
Double-Barrel Drift,14,Online
Axi B2 Radiant,19,Offline
Reaper Prime Handle,24,Online
Eject Magazine,24,Online
Mortal Conduct,9,Online
Parry,4,Online
Sinking Talon,3,Online
Gorgon Wraith Blueprint,2,Online
Sicarus Prime Barrel,9,Online
Plan B,3,Offline
Sicarus Prime Blueprint,4,Online
Axi B1 Exceptional,-1,Unlisted
Vigilante Supplies,24,Online
Burning Wasp,1,Online
Argon Scope,169,Online
Explosive Demise,199,Online
Lith K1 Flawless,-1,Unlisted
Sicarus Prime Receiver,39,Online
Gorgon Wraith Set,7,Online
Crushing Ruin,9,Online
Sharpened Bullets,4,Online
Meso V5 Exceptional,-1,Unlisted
Ripper Rounds,19,Offline
Soma Prime Receiver,9,Online
Reaping Spiral,1,Online
Soma Prime Stock,27,Online
Rising Skill,4,Offline
Meso V5 Radiant,-1,Unlisted
Health Conversion,39,Online
Braton Prime Stock,0,Online
Reflex Coil,2,Online
Vasto Prime Receiver,7,Online
Searing Leap,44,Offline
Meso S5 Radiant,14,Offline
Bronco Prime Barrel,2,Online
Broken War Hilt,18,Online
Nova Prime Systems,9,Online
Meso V3 Flawless,-1,Unlisted
Frost Prime Blueprint,84,Online
Serrated Edges,14,Offline
Vaykor Marelok,22,Online
Snipetron Vandal Barrel,14,Online
Bronco Prime Blueprint,2,Online
Flame Repellent,0,Offline
Serrated Rounds,19,Offline
Arcane Scorpion Ash Helmet,69,Online
Quanta Vandal,38,Online
Mara Detron,75,Online
Shock Absorbers,1,Online
Bronco Prime Receiver,3,Online
Astral Twilight,3,Online
Xiphos Engines,34,Online
Wyrm Prime Cerebrum,14,Online
Sharpened Blade,14,Offline
Mutalist Nav Coordinates,2,Online
Shred Shot,19,Offline
Burston Prime Barrel,4,Online
Ice Wave Impedance,11,Online
Axi B2 Intact,4,Offline
Snap Shot,9,Online
Axi H1 Intact,9,Offline
Burston Prime Blueprint,2,Online
Axi A2 Exceptional,-1,Unlisted
Soft Hands,19,Online
Spring-Loaded Broadhead,24,Online
Rift Torrent,13,Online
Axi C2 Intact,4,Offline
Burston Prime Receiver,0,Online
Volt Prime Systems,21,Online
Spry Sights,6,Online
Burston Prime Stock,1,Online
Lith V3 Intact,2,Offline
Dakra Prime Blade,8,Online
Fracturing Crush,23,Online
Meso M1 Intact,19,Offline
Dakra Prime Blueprint,8,Online
Narrow Minded,17,Online
Xiphos Avionics,38,Online
Stand Ground,34,Offline
Fang Prime Blade,4,Online
Mantis Engines,3,Online
Strafing Slide,14,Online
Fang Prime Blueprint,0,Online
Sure Shot,3,Online
Neo B1 Flawless,-1,Unlisted
Scimitar Set,37,Online
Radiant Finish,9,Online
Glaive Prime Blade,14,Online
Meso N3 Radiant,7,Buying
Surplus Diverters,24,Offline
Ferocity,3,Online
Sapping Reach,34,Offline
Glaive Prime Blueprint,29,Online
Xiphos Set,150,Offline
Meso N4 Flawless,-1,Unlisted
High Voltage,68,Online
Axi V5 Intact,3,Offline
Vauban Prime Chassis,8,Online
Recharge Barrier,34,Offline
Targeting Receptor,3,Offline
Sword Alone,24,Offline
Glaive Prime Disc,6,Online
Vauban Prime Neuroptics,24,Online
Neo B1 Radiant,54,Offline
Tactical Reload,14,Online
Axi R1 Radiant,9999,Online
Lith A2 Flawless,-1,Unlisted
Neo V2 Intact,6,Online
Axi O2 Intact,9,Offline
Axi C2 Exceptional,-1,Unlisted
Hikou Prime Blueprint,4,Online
Meso N4 Intact,2,Offline
Lith A2 Exceptional,-1,Unlisted
Tear Gas,34,Offline
Primed Slip Magazine,34,Online
Neo T1 Radiant,2,Buying
Neo V2 Radiant,4,Offline
Hikou Prime Stars,8,Online
Shelter,2,Online
Axi V3 Intact,4,Offline
Meso M1 Radiant,39,Offline
Tempered Bound,4,Offline
Lith S3 Radiant,29,Offline
Lith G1 Intact,4,Offline
Focused Acceleration,1,Offline
Collision Force,2,Online
Neo V3 Radiant,-1,Unlisted
Axi B2 Exceptional,-1,Unlisted
Latron Prime Blueprint,5,Online
Axi H2 Exceptional,-1,Unlisted
Lith S6 Intact,8,Offline
Meso F2 Intact,12,Offline
Carrier Prime Carapace,9,Online
Full Capacity,0,Offline
Lith S5 Flawless,-1,Unlisted
Lith N1 Intact,19,Online
Latron Prime Receiver,9,Online
Neo S6 Intact,4,Offline
Lith B1 Exceptional,-1,Unlisted
Axi H1 Radiant,49,Offline
Gorgon Frenzy,1,Offline
Axi V3 Flawless,-1,Unlisted
Axi O1 Radiant,34,Offline
Lith N3 Intact,9,Online
Latron Prime Stock,17,Online
Lith H1 Radiant,14,Offline
Meso F1 Flawless,-1,Unlisted
Lith C1 Flawless,-1,Unlisted
Grinloked,2,Offline
Arcane Victory,3,Online
Hastened Steps,3,Offline
Magnetized Discharge,11,Offline
Lex Prime Barrel,2,Online
Meso S5 Intact,2,Offline
Volt Prime Set,168,Online
Neo B2 Radiant,9,Online
Pistol Scavenger,9,Online
Lith N3 Radiant,9,Offline
Axi A2 Flawless,-1,Unlisted
Wyrm Prime Set,94,Online
Meso F2 Exceptional,39,Online
Naramon Transmute Core,3,Offline
Meso V5 Intact,4,Offline
Meso C3 Flawless,-1,Unlisted
Lith S5 Intact,2,Offline
Axi C2 Radiant,-1,Unlisted
Meso V3 Intact,8,Offline
Vazarin Transmute Core,6,Offline
Neo B3 Flawless,-1,Unlisted
Vengeful Revenant,34,Online
Lith S4 Exceptional,-1,Unlisted
Lith V4 Intact,4,Offline
Astral Autopsy,99,Online
Axi B1 Flawless,-1,Unlisted
Ergo's Boardroom Scene,34,Offline
Agile Aim,9,Online
Lith V4 Flawless,-1,Unlisted
Lith N3 Flawless,-1,Unlisted
Medium Karkina,0,Offline
Meso F1 Radiant,-1,Unlisted
Anticipation,19,Offline
Grineer Forest Factory Scene,6,Online
Axi O1 Exceptional,-1,Unlisted
Bounty Hunter,19,Offline
Axi R1 Flawless,-1,Unlisted
Lith S6 Radiant,-1,Unlisted
Broad Eye,2,Offline
Axi N4 Exceptional,-1,Unlisted
Lith B1 Flawless,-1,Unlisted
Axi V6 Intact,14,Online
Calculated Spring,4,Offline
Neo S8 Radiant,-1,Unlisted
Medium Tralok,0,Online
Plains of Eidolon Scene,39,Online
Comet Rounds,19,Offline
Neo H1 Intact,7,Online
Hydroid Prime Chassis,4,Online
Crash Shot,19,Offline
Ammo Case,0,Offline
Voltage Sequence,19,Online
Lith T1 Intact,2,Offline
Enguard,-1,Unlisted
Euphona Prime Set,45,Online
Target Acquired,1,Online
Meso S2 Intact,3,Offline
Heartseeker,24,Offline
Akbronco Prime Blueprint,0,Online
Impaler Munitions,19,Offline
Heart Nyth,1,Online
Impenetrable Offense,14,Offline
Ankyros Prime Blueprint,4,Online
Neo B2 Intact,0,Offline
Lie In Wait,24,Offline
Inaros Tomb Scene,14,Offline
Boar Prime Barrel,8,Online
Neo S8 Exceptional,-1,Unlisted
Small Khut-Khut,0,Offline
Oberon Prime Chassis,3,Online
Lock and Load,14,Online
Lunaro Arena Scene,199,Online
Lith H1 Exceptional,-1,Unlisted
Suda's Datascape Scene,29,Offline
Esher Devar,0,Online
Meso G1 Intact,2,Offline
Neo S7 Flawless,-1,Unlisted
Medium Mawfish,0,Offline
Banshee Prime Neuroptics,1,Online
Blade of Truth,13,Online
Meso C3 Intact,3,Offline
Focus Energy,7,Online
Meso G1 Radiant,14,Offline
Neo S8 Flawless,-1,Unlisted
Hawk Eye,1,Online
Loyal Companion,2,Online
Silva & Aegis Prime Blade,5,Online
Low Current Leap,-1,Unlisted
Lith B2 Radiant,12,Offline
Boar Prime Blueprint,7,Online
Helminth Ferocity,400,Buying
Martial Fury,24,Offline
Decisive Judgement,4,Online
Neo N7 Exceptional,-1,Unlisted
Boar Prime Receiver,4,Online
Meso S2 Exceptional,-1,Unlisted
Large Glappid,2,Online
Hornet Strike,2,Online
Meteor Munitions,19,Offline
Primed Heavy Trauma,34,Online
Omega Beacon,19,Online
Regenerative Molt,9,Online
Large Tralok,1,Online
Arcane Acceleration,2,Online
Sybaris Prime Stock,4,Online
Arcane Awakening,1,Online
Boar Prime Stock,29,Online
Augur Seeker,3,Online
Momentary Pause,34,Offline
Arcane Guardian,22,Online
Eternal War,14,Online
Large Yogwun,1,Online
Boltor Prime Barrel,6,Online
Boltor Prime Blueprint,11,Online
Gladiator Rush,3,Online
Fast Deflection,4,Online
Vigilante Vigor,1,Online
Boltor Prime Receiver,6,Online
Sybaris Prime Receiver,6,Online
Electro Pulse,28,Offline
Sybaris Prime Set,31,Online
Boltor Prime Stock,7,Online
Axi N5 Radiant,14,Offline
Neutralize,3,Online
Oberon Prime Systems,59,Online
Night Stalker,14,Offline
Staggering Shield,9,Online
Braton Prime Barrel,1,Online
Neo S7 Radiant,9,Offline
Purifying Flames,19,Offline
Overcharged,34,Offline
Axi V6 Exceptional,-1,Unlisted
Retrieve,6,Offline
Braton Prime Blueprint,4,Online
Cataclysmic Continuum,10,Online
Small Cuthol,1,Online
Braton Prime Receiver,2,Online
Meso N5 Flawless,-1,Unlisted
Large Charc Eel,0,Offline
Overcharge Detectors,19,Offline
Primed Target Cracker,54,Online
Axi N5 Exceptional,-1,Unlisted
Overview,3,Online
Defiled Snapdragon,2,Online
Prize Kill,34,Offline
Quick Charge,34,Offline
Primed Rifle Ammo Mutation,199,Online
Razor Munitions,19,Offline
Arcane Arachne,1,Online
Arcane Momentum,1,Online
Arcane Precision,5,Online
Gamma Beacon,19,Online
Arcane Ultimatum,4,Online
Lith T1 Exceptional,-1,Unlisted
Dera Vandal Blueprint,7,Online
Prisma Obex,63,Online
Large Mortus Lungfish,2,Online
Bo Prime Set,103,Online
Axi N4 Intact,24,Online
Boar Prime Set,57,Online
Ballistica Prime Receiver,2,Online
Boltor Prime Set,33,Online
Neo B2 Flawless,14,Offline
Braton Prime Set,6,Online
Karak Wraith Set,34,Online
Neo N7 Flawless,-1,Unlisted
Strun Wraith Stock,14,Online
Neo H1 Flawless,-1,Unlisted
Strun Wraith Set,42,Online
Ore Gaze,13,Online
Gorgon Wraith Barrel,2,Online
Calm & Frenzy,13,Online
Meso C3 Exceptional,-1,Unlisted
Peaceful Provocation,11,Online
Neo S7 Intact,3,Online
Saryn Prime Systems,1,Online
Delta Beacon,99,Online
Axi N5 Intact,49,Online
Nikana Prime Blueprint,3,Online
Neo B2 Exceptional,-1,Unlisted
Axi N4 Radiant,2,Buying
Recover,34,Offline
Nikana Prime Blade,8,Online
Pyroclastic Flow,13,Online
Nikana Prime Hilt,39,Online
Recuperate,34,Offline
Meso N5 Radiant,9,Offline
Nikana Prime Set,39,Online
Reflex Draw,9,Online
Spira Prime Blade,9,Online
Relentless Assault,24,Offline
Meso G1 Exceptional,-1,Unlisted
Spira Prime Pouch,19,Online
Transistor Shield,9,Online
Shell Rush,34,Online
Sheev Blueprint,9,Online
Lith H1 Flawless,-1,Unlisted
Sheev Hilt,8,Online
Banshee Prime Set,65,Online
Vauban Prime Set,99,Online
Mesa’s Waltz,9,Online
Regen,0,Offline
Snipetron Vandal Receiver,3,Online
Fragor Prime Blueprint,2,Online
Hush,3,Online
Aklex Prime Link,27,Online
Sands of Inaros,13,Online
Fragor Prime Handle,5,Online
Vauban Prime Systems,29,Online
Scattering Inferno,14,Online
Energy Field,1,Online
Fragor Prime Head,7,Online
Zodiac Shred,24,Online
Speed Trigger,0,Online
Kaszas Handle,5,Online
Fragor Prime Set,18,Online
Lith F2 Intact,9,Online
Crimson Dervish,6,Online
Lith S2 Exceptional,-1,Unlisted
Akstiletto Prime Blueprint,9,Online
Lith S2 Radiant,24,Offline
Akstiletto Prime Barrel,8,Online
Lith V1 Exceptional,-1,Unlisted
Meso V1 Intact,1,Online
Meso V1 Flawless,-1,Unlisted
Deep Freeze,2,Online
Meso V2 Intact,11,Online
Meso V2 Flawless,-1,Unlisted
Meso V2 Radiant,4,Buying
Akstiletto Prime Receiver,0,Online
Neo N1 Intact,11,Online
Axi A1 Radiant,44,Online
Physique,4,Online
Axi K1 Radiant,4,Buying
Akstiletto Prime Link,2,Online
Bane of Corrupted,19,Online
Hunhow's Datascape Scene,49,Online
Axi N2 Flawless,-1,Unlisted
Maim,6,Online
Oberon Prime Blueprint,2,Online
Looter,34,Online
Neo T1 Intact,2,Offline
Air Thrusters,4,Offline
Primed Regen,59,Online
Rifle Aptitude,3,Online
Augur Pact,2,Online
Fatal Teleport,13,Online
Trample,5,Online
Augur Secrets,24,Online
Tesla Bank,11,Online
Proboscis,4,Online
Small Sharrac,0,Offline
Guided Effigy,13,Online
Grineer Forest Water Pump Scene,9,Online
Exodia Might,79,Online
Avenging Truth,13,Online
Mirage Prime Neuroptics,1,Online
Teshin's Refuge Scene,199,Online
Neo V6 Intact,3,Offline
Neo M1 Exceptional,-1,Unlisted
Ballistica Prime Upper Limb,2,Online
Pistol Ammo Mutation,3,Online
Poisonous Sting,7,Online
Neo V6 Radiant,4,Offline
Harrow's Temple Scene,49,Online
Medium Goopolla,0,Online
Meso K1 Flawless,-1,Unlisted
Amaryn's Retreat Scene,49,Online
Dual Rounds,54,Online
Orvius Blade,3,Online
Burdened Magazine,1,Online
Meso K1 Radiant,-1,Unlisted
Cressa's Garrison Scene,78,Online
Large Mawfish,0,Offline
Metal Auger,1,Online
Lith S7 Radiant,3,Offline
Arbiter's Tribunal Scene,14,Offline
Medium Norg,1,Online
Master Thief,0,Online
Grineer Forest Industry Scene,9,Online
Banshee Prime Systems,29,Online
Arrow Mutation,1,Online
Hydroid Prime Blueprint,4,Online
Furor,4,Online
Virulent Scourge,3,Online
Lex Prime Receiver,7,Online
Hastened Deflection,7,Online
Nami Skyla Prime Blueprint,4,Online
Large Norg,2,Online
True Steel,49,Online
Large Khut-Khut,1,Offline
Neo V6 Exceptional,-1,Unlisted
Paris Prime Blueprint,1,Online
Resonating Quake,13,Online
Color Key Scene,34,Offline
Axi A3 Radiant,-1,Unlisted
Vital Sense,2,Online
Silva & Aegis Prime Hilt,3,Online
Akbolto Prime Receiver,8,Online
Paris Prime Upper Limb,1,Online
Akbolto Prime Blueprint,1,Online
Silva & Aegis Prime Blueprint,3,Online
Scindo Prime Blade,18,Online
Meso S6 Radiant,24,Offline
Euphona Prime Barrel,3,Online
Lith C2 Intact,2,Offline
Mag Prime Blueprint,64,Online
Furax Wraith Blueprint,4,Online
Meso K1 Exceptional,-1,Unlisted
Small Karkina,1,Offline
Meso S6 Exceptional,-1,Unlisted
Banshee Prime Blueprint,3,Online
Cryo Rounds,1,Online
Phoenix Renewal,11,Online
Lith S7 Intact,0,Offline
Small Glappid,1,Online
Meso H1 Flawless,-1,Unlisted
Flailing Branch,3,Online
Frostbite,6,Online
Twirling Spire,4,Online
Silent Battery,5,Online
Meso S6 Flawless,-1,Unlisted
Auxiliary Power,6,Online
Eidolon Lens Blueprint,14,Online
Axi V7 Flawless,-1,Unlisted
Gleaming Talon,6,Online
Scavenge,2,Online
Oberon Prime Set,59,Online
Phaedra Receiver,11,Online
Lith C2 Radiant,9,Offline
Gunslinger,3,Online
Small Charc Eel,1,Online
Axi A3 Exceptional,-1,Unlisted
Centaur Blade,9,Online
Sundering Weave,2,Online
Euphona Prime Receiver,49,Online
Neo M1 Flawless,-1,Unlisted
Transient Fortitude,17,Online
Meso V4 Intact,7,Offline
Medium Murkray,0,Online
Meso V4 Radiant,24,Offline
Shell Shock,44,Online
Neo S4 Radiant,69,Buying
Primed Chamber,799998,Offline
Meso S1 Exceptional,-1,Unlisted
Lith V2 Radiant,5,Offline
Sweeping Serration,9,Online
Lasting Covenant,13,Online
Concussion Rounds,0,Offline
Larva Burst,11,Online
Agkuza Blade,9,Online
Razorwing Blitz,9,Online
Howl,3,Online
Cleaving Whirlwind,2,Online
Neo E1 Intact,9,Offline
Link Shields,6,Online
Agkuza Handle,11,Online
Neo F1 Radiant,29,Offline
Crowd Dispersion,1,Online
Lith G2 Flawless,-1,Unlisted
Cyngas Receiver,9,Online
Odonata Prime Blueprint,13,Online
Meso E1 Radiant,49,Online
Blind Justice,1,Online
Meso F3 Radiant,29,Offline
Axi L1 Radiant,49,Offline
Odonata Prime Wings,19,Online
Axi S2 Exceptional,-1,Unlisted
Four Riders,8,Online
Lith G2 Exceptional,-1,Unlisted
Meso E1 Flawless,-1,Unlisted
Meso F3 Intact,14,Offline
Neo F1 Flawless,-1,Unlisted
Full Contact,3,Online
Meso E1 Exceptional,-1,Unlisted
Vectis Prime Blueprint,4,Online
Axi L1 Intact,49,Online
Animal Instinct,2,Online
Lith G2 Radiant,29,Offline
Seeking Fury,1,Online
Axi S2 Intact,24,Online
Patagium,4,Online
Combustion Beam,0,Online
Eidolon Naramon Lens,69,Online
Prisma Skana,73,Online
Bronco Prime Set,8,Online
Astral Slash,4,Online
Zephyr Prime Systems,11,Online
Duality,11,Online
Push & Pull,34,Offline
Efficient Transferral,7,Online
Axi H3 Radiant,24,Offline
Harkonar Scope,7,Online
Lith A1 Exceptional,14,Offline
Medi-Ray,25,Online
Electromagnetic Shielding,4,Online
Meso T1 Exceptional,-1,Unlisted
Imperator Vandal Set,83,Online
Afterburner,1,Online
Meso T2 Exceptional,-1,Unlisted
Meso T2 Intact,1,Offline
Meteor Crash,2,Online
Axi O2 Flawless,-1,Unlisted
Meso O2 Exceptional,-1,Unlisted
Neo V1 Intact,9,Offline
Tiberon Prime Blueprint,1,Online
Axi K1 Flawless,-1,Unlisted
Axi H3 Flawless,-1,Unlisted
Axi N1 Exceptional,-1,Unlisted
Neo Z1 Radiant,33,Offline
Axi S1 Intact,14,Online
Kronen Prime Set,49,Online
Helios Prime Systems,7,Online
Neo K1 Radiant,29,Offline
Nami Skyla Prime Blade,18,Online
Kronen Prime Handle,4,Online
Medium Charc Eel,0,Offline
Axi K2 Intact,2,Offline
Gladiator Finesse,9,Online
Meso T1 Radiant,3,Offline
Augur Reach,14,Online
Tiberon Prime Stock,11,Online
Magus Husk,4,Online
Axi H3 Exceptional,-1,Unlisted
Magus Elevate,4,Online
Neo K1 Exceptional,-1,Unlisted
Hunter Recovery,3,Online
Sacrifice,38,Online
Neo K1 Flawless,-1,Unlisted
Hunter Track,1,Online
Lith A1 Flawless,-1,Unlisted
Hunter Command,3,Online
Neo B4 Flawless,-1,Unlisted
Neo B4 Radiant,-1,Unlisted
Hunter Munitions,6,Online
Extend,2,Online
Lith Z1 Radiant,3,Offline
Primed Fever Strike,77,Online
Lith A1 Radiant,19,Offline
Exodia Contagion,11,Online
Axi K2 Exceptional,-1,Unlisted
Tiberon Prime Set,23,Online
Lith H2 Flawless,-1,Unlisted
Exodia Epidemic,8,Online
Lith F1 Intact,9,Online
Meso T1 Flawless,-1,Unlisted
Guardian,1,Online
Mirage Prime Systems,4,Online
Lith Z1 Exceptional,-1,Unlisted
Lith F2 Flawless,-1,Unlisted
Meso O2 Flawless,-1,Unlisted
Mirage Prime Set,39,Online
Smoke Shadow,13,Online
Meso C1 Radiant,69,Online
Mirage Prime Blueprint,19,Online
Neo B4 Exceptional,-1,Unlisted
Mirage Prime Chassis,8,Online
Lith S7 Flawless,-1,Unlisted
Tiberon Prime Receiver,3,Online
Meso D1 Intact,29,Online
Kogake Prime Blueprint,4,Online
Neo V6 Flawless,-1,Unlisted
Fury,6,Online
Lith S7 Exceptional,-1,Unlisted
Meso T2 Radiant,9,Offline
Meso D1 Exceptional,-1,Unlisted
Axi K2 Radiant,38,Offline
Lith V2 Intact,1,Offline
Meso V4 Exceptional,-1,Unlisted
Lith V2 Exceptional,4,Offline
Neo Z1 Intact,1,Offline
Meso O2 Radiant,9,Offline
Neo S4 Exceptional,69,Buying
Neo F1 Exceptional,3,Buying
Galvanized Blade,7,Online
Lith H2 Radiant,8,Offline
Meso E1 Intact,14,Offline
Axi L1 Flawless,1,Buying
Meso D1 Flawless,-1,Unlisted
Meso O2 Intact,3,Offline
Zephyr Prime Neuroptics,0,Online
Zephyr Prime Set,32,Online
Gnashing Payara,2,Online
Lith Z1 Intact,1,Offline
Axi H3 Intact,8,Offline
Kronen Prime Blueprint,2,Online
Meso D1 Radiant,29,Online
Axi K2 Flawless,-1,Unlisted
Lith H2 Intact,1,Offline
Tiberon Prime Barrel,9,Online
Meso T2 Flawless,-1,Unlisted
Kronen Prime Blade,13,Online
Meso Z1 Exceptional,6,Offline
Axi O2 Exceptional,-1,Unlisted
Neo L1 Exceptional,-1,Unlisted
Axi L2 Intact,4,Online
Lith Z1 Flawless,-1,Unlisted
Meso N1 Intact,14,Online
Pyrana Prime Set,19,Online
Neo Z1 Exceptional,-1,Unlisted
Savage Silence,13,Online
Reaping Chakram,13,Online
